OrderDate,Region,ProductCategory,CustomerSegment,UnitsSold,Revenue,Cost,Profit
2024-01-10,East,Product C,Online,21,7975.75,5084.91,2890.84
2024-01-10,East,Product D,Retail,27,7915.3,4133.6,3781.7
2024-01-10,West,Product A,Online,35,2948.72,1488.47,1460.25
2024-01-10,West,Product B,Retail,6,2112.14,1451.08,661.06
2024-01-10,West,Product C,Retail,38,17416.14,12274.94,5141.2
2024-01-10,West,Product D,Retail,37,14185.76,8968.91,5216.85
2024-01-11,North,Product A,Retail,14,1657.9,974.85,683.05
2024-01-11,North,Product B,Wholesale,13,1553.1,1253.94,299.16
2024-01-11,North,Product C,Wholesale,28,4170.96,2117.87,2053.09
2024-01-11,North,Product D,Wholesale,34,8451.76,6685.17,1766.59
2024-01-11,South,Product A,Wholesale,12,4942.38,4145.62,796.76
2024-01-11,South,Product B,Online,30,12002.18,8479.35,3522.83
2024-01-11,South,Product C,Wholesale,47,10427.29,8077.33,2349.96
2024-01-11,South,Product D,Wholesale,2,812.84,663.36,149.48
2024-01-11,East,Product A,Online,38,11851.52,8566.58,3284.94
2024-01-11,East,Product B,Retail,27,1719.39,1296.83,422.56
2024-01-11,East,Product C,Wholesale,38,8984.61,7355.39,1629.22
2024-01-11,East,Product D,Wholesale,42,18225.25,15169.46,3055.79
2024-01-11,West,Product A,Retail,17,4355.67,2571.52,1784.15
2024-01-11,West,Product B,Wholesale,34,10811.55,6720.4,4091.15
2024-01-11,West,Product C,Online,43,12823.97,7945.05,4878.92
2024-01-11,West,Product D,Wholesale,23,1873.63,1036.43,837.2
2024-01-12,North,Product A,Retail,16,5241.92,2954.65,2287.27
2024-01-12,North,Product B,Wholesale,3,1319.02,897.37,421.65
2024-01-12,North,Product C,Wholesale,19,7874.73,4888.47,2986.26
2024-01-12,North,Product D,Retail,22,1376.7,746.48,630.22
2024-01-12,South,Product A,Wholesale,12,1428.48,896.36,532.12
2024-01-12,South,Product B,Retail,26,9136.13,4693.77,4442.36
2024-01-12,South,Product C,Wholesale,47,15105.43,7984.97,7120.46
2024-01-12,South,Product D,Wholesale,43,19866.81,10358.1,9508.71
2024-01-12,East,Product A,Retail,36,14651.16,11162.59,3488.57
2024-01-12,East,Product B,Wholesale,15,4163.45,3428.25,735.2
2024-01-12,East,Product C,Wholesale,26,10004.24,6862.34,3141.9
2024-01-12,East,Product D,Online,45,2246.57,1239.45,1007.12
2024-01-12,West,Product A,Online,7,2448.88,1948.22,500.66
2024-01-12,West,Product B,Wholesale,47,1627.45,1307.7,319.75
2024-01-12,West,Product C,Online,35,7372.35,3956.77,3415.58
2024-01-12,West,Product D,Retail,37,3977.36,2773.76,1203.6
2024-01-13,North,Product A,Retail,39,2449.91,1683.99,765.92
2024-01-13,North,Product B,Wholesale,17,3138.28,2089.75,1048.53
2024-01-13,North,Product C,Online,3,994.3,664.05,330.25
2024-01-13,North,Product D,Retail,22,6637.04,5050.15,1586.89
2024-01-13,South,Product A,Wholesale,44,3574.5,2142.27,1432.23
2024-01-13,South,Product B,Online,26,8102.29,4744.08,3358.21
2024-01-13,South,Product C,Retail,45,8035.53,6643.71,1391.82
2024-01-13,South,Product D,Wholesale,22,2819.51,1770.3,1049.21
2024-01-13,East,Product A,Online,11,684.05,534.96,149.09
2024-01-13,East,Product B,Retail,9,526.61,359.98,166.63
2024-01-13,East,Product C,Online,36,17952.58,14610.05,3342.53
2024-01-13,East,Product D,Wholesale,4,90.18,75.87,14.31
2024-01-13,West,Product A,Online,38,12956.05,10692.39,2263.66
2024-01-13,West,Product B,Retail,11,3238.12,1936.37,1301.75
2024-01-13,West,Product C,Retail,6,2907.82,2177.47,730.35
2024-01-13,West,Product D,Wholesale,20,2727.13,1473.18,1253.95
2024-01-14,North,Product A,Online,14,2219.6,1561.34,658.26
2024-01-14,North,Product B,Wholesale,36,6260.7,4431.69,1829.01
2024-01-14,North,Product C,Wholesale,10,2833.29,1960.98,872.31
2024-01-14,North,Product D,Online,13,4531.73,2405.23,2126.5
2024-01-14,South,Product A,Online,37,788.15,426.27,361.88
2024-01-14,South,Product B,Online,24,7462.29,5805.67,1656.62
2024-01-14,South,Product C,Wholesale,49,20989.11,15974.62,5014.49
2024-01-14,South,Product D,Wholesale,14,6549.34,5546.15,1003.19
2024-01-14,East,Product A,Wholesale,12,2424.36,1998.3,426.06
2024-01-14,East,Product B,Wholesale,29,2525.63,1965.81,559.82
2024-01-14,East,Product C,Online,30,12481.91,7055.3,5426.61
2024-01-14,East,Product D,Retail,14,3795.0,2374.12,1420.88
2024-01-14,West,Product A,Online,42,8751.69,6877.16,1874.53
2024-01-14,West,Product B,Wholesale,40,8037.33,5320.21,2717.12
2024-01-14,West,Product C,Retail,33,12502.13,8450.84,4051.29
2024-01-14,West,Product D,Wholesale,17,7680.53,4872.24,2808.29
2024-01-15,North,Product A,Wholesale,40,5197.29,3586.12,1611.17
2024-01-15,North,Product B,Wholesale,6,1078.51,815.02,263.49
2024-01-15,North,Product C,Wholesale,15,6626.13,4462.02,2164.11
2024-01-15,North,Product D,Retail,39,11509.38,9773.68,1735.7
2024-01-15,South,Product A,Retail,33,11858.57,9160.75,2697.82
2024-01-15,South,Product B,Online,4,1174.19,900.44,273.75
2024-01-15,South,Product C,Online,10,1841.99,1450.46,391.53
2024-01-15,South,Product D,Online,47,20035.96,10912.01,9123.95
2024-01-15,East,Product A,Retail,29,8094.86,5425.38,2669.48
2024-01-15,East,Product B,Wholesale,2,51.71,36.69,15.02
2024-01-15,East,Product C,Wholesale,43,13223.97,10438.73,2785.24
2024-01-15,East,Product D,Online,10,1844.12,1068.8,775.32
2024-01-15,West,Product A,Wholesale,47,7435.69,5318.25,2117.44
2024-01-15,West,Product B,Retail,13,1128.09,603.84,524.25
2024-01-15,West,Product C,Retail,47,17320.72,12255.05,5065.67
2024-01-15,West,Product D,Online,37,13300.56,7360.38,5940.18
2024-01-16,North,Product A,Retail,9,2012.24,1524.79,487.45
2024-01-16,North,Product B,Retail,22,10056.85,5460.71,4596.14
2024-01-16,North,Product C,Online,21,2088.45,1180.42,908.03
2024-01-16,North,Product D,Online,1,437.55,298.23,139.32
2024-01-16,South,Product A,Wholesale,21,4243.4,3227.05,1016.35
2024-01-16,South,Product B,Retail,26,4682.07,2993.52,1688.55
2024-01-16,South,Product C,Wholesale,26,11999.8,7454.53,4545.27
2024-01-16,South,Product D,Online,27,10098.02,6647.29,3450.73
2024-01-16,East,Product A,Retail,44,20157.27,11829.88,8327.39
2024-01-16,East,Product B,Retail,7,696.12,356.31,339.81
2024-01-16,East,Product C,Wholesale,49,19337.26,11547.35,7789.91
2024-01-16,East,Product D,Retail,28,3418.43,2325.59,1092.84
2024-01-16,West,Product A,Wholesale,20,4806.29,3340.64,1465.65
2024-01-16,West,Product B,Online,28,7751.34,4376.11,3375.23
2024-01-16,West,Product C,Online,1,168.77,107.85,60.92
2024-01-16,West,Product D,Retail,19,3566.41,2367.67,1198.74
2024-01-17,North,Product A,Online,45,9058.88,7181.86,1877.02
2024-01-17,North,Product B,Wholesale,18,2900.55,2175.18,725.37
2024-01-17,North,Product C,Wholesale,2,553.08,369.67,183.41
2024-01-17,North,Product D,Retail,38,14720.1,7890.61,6829.49
2024-01-17,South,Product A,Online,39,14880.77,8858.61,6022.16
2024-01-17,South,Product B,Online,46,12546.85,9789.84,2757.01
2024-01-17,South,Product C,Retail,28,11846.76,9518.25,2328.51
2024-01-17,South,Product D,Retail,3,392.75,288.74,104.01
2024-01-17,East,Product A,Online,8,559.78,436.61,123.17
2024-01-17,East,Product B,Online,33,9478.47,7130.51,2347.96
2024-01-17,East,Product C,Wholesale,32,15826.87,11254.79,4572.08
2024-01-17,East,Product D,Wholesale,43,20729.08,17216.4,3512.68
2024-01-17,West,Product A,Wholesale,21,4516.43,2770.36,1746.07
2024-01-17,West,Product B,Retail,7,2267.69,1717.93,549.76
2024-01-17,West,Product C,Retail,19,1499.73,1209.92,289.81
2024-01-17,West,Product D,Online,18,8072.68,6345.98,1726.7
2024-01-18,North,Product A,Online,42,17474.16,10957.53,6516.63
2024-01-18,North,Product B,Wholesale,12,5024.57,3119.34,1905.23
2024-01-18,North,Product C,Wholesale,9,2064.07,1244.76,819.31
2024-01-18,North,Product D,Wholesale,22,8674.25,4683.95,3990.3
2024-01-18,South,Product A,Wholesale,46,11321.13,6382.15,4938.98
2024-01-18,South,Product B,Retail,17,2532.41,1746.28,786.13
2024-01-18,South,Product C,Online,25,3594.65,1972.65,1622.0
2024-01-18,South,Product D,Retail,46,22655.6,15496.24,7159.36
2024-01-18,East,Product A,Wholesale,34,5124.06,2595.01,2529.05
2024-01-18,East,Product B,Wholesale,21,8635.75,5823.36,2812.39
2024-01-18,East,Product C,Online,17,3646.82,2458.37,1188.45
2024-01-18,East,Product D,Online,42,3662.77,2169.42,1493.35
2024-01-18,West,Product A,Retail,6,2228.69,1309.93,918.76
2024-01-18,West,Product B,Retail,7,2066.27,1639.25,427.02
2024-01-18,West,Product C,Wholesale,28,10921.05,7073.7,3847.35
2024-01-18,West,Product D,Online,43,4665.42,2480.22,2185.2
2024-01-19,North,Product A,Online,26,1371.76,1087.78,283.98
2024-01-19,North,Product B,Online,36,13145.11,7939.55,5205.56
2024-01-19,North,Product C,Wholesale,34,7153.32,5965.37,1187.95
2024-01-19,North,Product D,Online,5,1261.01,749.63,511.38
2024-01-19,South,Product A,Retail,20,1955.33,1553.58,401.75
2024-01-19,South,Product B,Wholesale,45,4240.92,3045.69,1195.23
2024-01-19,South,Product C,Retail,9,504.6,380.91,123.69
2024-01-19,South,Product D,Online,43,13208.62,8729.43,4479.19
2024-01-19,East,Product A,Online,3,171.98,86.13,85.85
2024-01-19,East,Product B,Retail,30,675.65,362.2,313.45
2024-01-19,East,Product C,Retail,44,17932.93,15005.1,2927.83
2024-01-19,East,Product D,Wholesale,10,3514.69,2398.62,1116.07
2024-01-19,West,Product A,Retail,16,7024.22,5312.27,1711.95
2024-01-19,West,Product B,Wholesale,17,5715.67,4242.72,1472.95
2024-01-19,West,Product C,Online,8,1118.73,751.0,367.73
2024-01-19,West,Product D,Wholesale,26,1163.92,854.87,309.05
2024-01-20,North,Product A,Retail,16,7425.91,4182.28,3243.63
2024-01-20,North,Product B,Retail,22,10107.56,5173.87,4933.69
2024-01-20,North,Product C,Wholesale,7,1139.09,938.08,201.01
2024-01-20,North,Product D,Online,23,9240.57,7029.97,2210.6
2024-01-20,South,Product A,Retail,35,6060.89,4788.83,1272.06
2024-01-20,South,Product B,Retail,14,4286.93,2488.58,1798.35
2024-01-20,South,Product C,Wholesale,34,15123.17,10368.34,4754.83
2024-01-20,South,Product D,Retail,23,1181.53,721.15,460.38
2024-01-20,East,Product A,Wholesale,4,1598.19,977.39,620.8
2024-01-20,East,Product B,Wholesale,33,14693.89,10514.24,4179.65
2024-01-20,East,Product C,Wholesale,2,63.42,51.02,12.4
2024-01-20,East,Product D,Online,13,3560.57,2950.55,610.02
2024-01-20,West,Product A,Retail,39,957.57,496.44,461.13
2024-01-20,West,Product B,Online,29,1103.35,736.95,366.4
2024-01-20,West,Product C,Retail,10,640.16,395.45,244.71
2024-01-20,West,Product D,Wholesale,1,134.61,72.51,62.1
2024-01-21,North,Product A,Retail,30,12880.63,9666.19,3214.44
2024-01-21,North,Product B,Online,25,3827.19,3133.01,694.18
2024-01-21,North,Product C,Online,9,652.9,415.94,236.96
2024-01-21,North,Product D,Wholesale,37,14705.49,7812.94,6892.55
2024-01-21,South,Product A,Online,39,17237.09,14318.1,2918.99
2024-01-21,South,Product B,Online,13,6432.51,4889.82,1542.69
2024-01-21,South,Product C,Retail,8,3780.09,2749.55,1030.54
2024-01-21,South,Product D,Retail,45,3499.32,1807.16,1692.16
2024-01-21,East,Product A,Wholesale,26,978.41,817.02,161.39
2024-01-21,East,Product B,Retail,5,238.82,200.41,38.41
2024-01-21,East,Product C,Retail,9,4187.89,3552.24,635.65
2024-01-21,East,Product D,Retail,42,11227.4,7543.86,3683.54
2024-01-21,West,Product A,Retail,24,10818.46,7163.8,3654.66
2024-01-21,West,Product B,Retail,47,1726.56,1404.08,322.48
2024-01-21,West,Product C,Online,34,8145.29,5187.81,2957.48
2024-01-21,West,Product D,Wholesale,28,6966.54,3591.47,3375.07
2024-01-22,North,Product A,Retail,12,444.03,273.15,170.88
2024-01-22,North,Product B,Online,5,1864.51,1115.88,748.63
2024-01-22,North,Product C,Wholesale,38,5497.91,4141.01,1356.9
2024-01-22,North,Product D,Retail,18,1060.24,611.83,448.41
2024-01-22,South,Product A,Retail,28,1583.2,1263.27,319.93
2024-01-22,South,Product B,Online,32,8566.97,7001.61,1565.36
2024-01-22,South,Product C,Retail,40,13817.91,9644.99,4172.92
2024-01-22,South,Product D,Retail,33,14577.5,11357.32,3220.18
2024-01-22,East,Product A,Retail,48,17280.68,13702.8,3577.88
2024-01-22,East,Product B,Online,42,2973.62,2214.3,759.32
2024-01-22,East,Product C,Online,5,2214.09,1782.66,431.43
2024-01-22,East,Product D,Online,31,12908.15,7036.29,5871.86
2024-01-22,West,Product A,Wholesale,30,13685.3,6848.02,6837.28
2024-01-22,West,Product B,Wholesale,14,5364.59,3168.01,2196.58
2024-01-22,West,Product C,Retail,32,1931.75,1186.58,745.17
2024-01-22,West,Product D,Retail,17,1285.29,812.1,473.19
2024-01-23,North,Product A,Online,35,2857.94,1712.39,1145.55
2024-01-23,North,Product B,Online,10,2274.76,1806.26,468.5
2024-01-23,North,Product C,Wholesale,30,11453.26,8888.67,2564.59
2024-01-23,North,Product D,Wholesale,4,657.85,491.98,165.87
2024-01-23,South,Product A,Wholesale,17,5090.51,3161.51,1929.0
2024-01-23,South,Product B,Retail,18,7890.08,6633.36,1256.72
2024-01-23,South,Product C,Retail,12,4557.99,2486.52,2071.47
2024-01-23,South,Product D,Wholesale,12,381.62,193.76,187.86
2024-01-23,East,Product A,Wholesale,47,11963.79,9207.84,2755.95
2024-01-23,East,Product B,Retail,23,5382.77,3206.89,2175.88
2024-01-23,East,Product C,Online,4,898.27,591.05,307.22
2024-01-23,East,Product D,Wholesale,15,6022.63,4473.54,1549.09
2024-01-23,West,Product A,Online,47,16292.06,11878.2,4413.86
2024-01-23,West,Product B,Retail,3,1429.24,790.18,639.06
2024-01-23,West,Product C,Wholesale,21,9588.01,7671.14,1916.87
2024-01-23,West,Product D,Retail,19,2880.84,2432.56,448.28
2024-01-24,North,Product A,Retail,38,4954.37,2846.71,2107.66
2024-01-24,North,Product B,Online,25,9079.09,6327.79,2751.3
2024-01-24,North,Product C,Retail,8,771.5,440.75,330.75
2024-01-24,North,Product D,Online,8,3120.34,2482.77,637.57
2024-01-24,South,Product A,Wholesale,3,1207.39,728.01,479.38
2024-01-24,South,Product B,Wholesale,3,327.06,216.43,110.63
2024-01-24,South,Product C,Retail,14,4300.76,3064.54,1236.22
2024-01-24,South,Product D,Wholesale,38,4873.85,2711.27,2162.58
2024-01-24,East,Product A,Retail,2,805.66,490.35,315.31
2024-01-24,East,Product B,Wholesale,17,434.82,228.44,206.38
2024-01-24,East,Product C,Online,46,22441.37,16890.74,5550.63
2024-01-24,East,Product D,Retail,45,17252.48,14378.68,2873.8
2024-01-24,West,Product A,Retail,8,2941.26,2241.85,699.41
2024-01-24,West,Product B,Online,17,1178.79,824.94,353.85
2024-01-24,West,Product C,Retail,16,4024.5,2308.54,1715.96
2024-01-24,West,Product D,Retail,10,3923.86,3254.58,669.28
2024-01-25,North,Product A,Wholesale,2,552.87,447.21,105.66
2024-01-25,North,Product B,Online,33,13720.3,8578.35,5141.95
2024-01-25,North,Product C,Wholesale,2,978.37,557.97,420.4
2024-01-25,North,Product D,Retail,15,1741.08,972.6,768.48
2024-01-25,South,Product A,Wholesale,40,13019.46,9729.01,3290.45
2024-01-25,South,Product B,Retail,9,4224.44,2189.06,2035.38
2024-01-25,South,Product C,Wholesale,12,5256.78,3942.22,1314.56
2024-01-25,South,Product D,Online,20,3658.72,2872.79,785.93
2024-01-25,East,Product A,Wholesale,11,4944.63,3419.99,1524.64
2024-01-25,East,Product B,Retail,22,5216.48,3783.26,1433.22
2024-01-25,East,Product C,Online,42,9682.32,7297.46,2384.86
2024-01-25,East,Product D,Wholesale,12,1158.98,933.12,225.86
2024-01-25,West,Product A,Retail,19,9279.89,5734.17,3545.72
2024-01-25,West,Product B,Wholesale,32,8292.29,5757.98,2534.31
2024-01-25,West,Product C,Retail,19,2463.51,2090.82,372.69
2024-01-25,West,Product D,Retail,3,177.4,113.74,63.66
2024-01-26,North,Product A,Online,29,6404.13,3658.37,2745.76
2024-01-26,North,Product B,Wholesale,12,1243.35,1039.78,203.57
2024-01-26,North,Product C,Wholesale,24,5381.68,3342.44,2039.24
2024-01-26,North,Product D,Online,20,5246.51,3620.91,1625.6
2024-01-26,South,Product A,Wholesale,32,9672.58,4935.8,4736.78
2024-01-26,South,Product B,Wholesale,36,15812.75,12891.28,2921.47
2024-01-26,South,Product C,Wholesale,39,5962.22,4217.21,1745.01
2024-01-26,South,Product D,Retail,12,2450.96,1625.07,825.89
2024-01-26,East,Product A,Wholesale,15,1997.7,1541.43,456.27
2024-01-26,East,Product B,Wholesale,23,7443.25,4692.95,2750.3
2024-01-26,East,Product C,Wholesale,37,15913.88,10698.86,5215.02
2024-01-26,East,Product D,Wholesale,47,14316.24,10061.38,4254.86
2024-01-26,West,Product A,Retail,39,3841.17,2446.36,1394.81
